EventID,Category,Location,StreamURL,Timestamp,Index_per_frame,index_max_frame,idx,ClassID,Confidence,ClassName,ScoreThreshold,NmsThreshold,ConfidenceThreshold,x0,y0,x1,y1,xc,yc,Width,Height,OnnxFileName,NamesFileName,ImageWidth,ImageHeight,LinkID
2251152,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:03.3364992,1,5,33,3,0.92334,Move,0.1,0.5,0.1,587,346,663,589,625,467,76,243,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0003
2251153,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:03.3364992,2,5,40,0,0.657227,Work,0.1,0.5,0.1,690,225,750,331,720,278,60,106,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0003
2251154,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:03.3364992,3,5,7,0,0.512695,Work,0.1,0.5,0.1,118,204,177,282,147,243,59,78,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0003
2251155,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:03.3364992,4,5,19,5,0.383301,Others,0.1,0.5,0.1,994,92,1026,125,1010,108,32,33,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0003
2251156,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:03.4592842,0,4,6,3,0.925781,Move,0.1,0.5,0.1,754,584,838,707,796,645,84,123,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0003
2251157,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:03.4592842,1,4,13,4,0.915039,Stand,0.1,0.5,0.1,1147,459,1200,623,1173,541,53,164,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0003
2251158,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:03.4592842,2,4,19,2,0.892578,Bring_Handling_Parts,0.1,0.5,0.1,492,515,565,715,528,615,73,200,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0003
2251159,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:03.4592842,3,4,23,2,0.776855,Bring_Handling_Parts,0.1,0.5,0.1,1144,573,1269,827,1206,700,125,254,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0003
2251160,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:03.7481652,0,4,16,0,0.941406,Work,0.1,0.5,0.1,519,372,651,522,585,447,132,150,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0003
2251161,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:03.7481652,1,4,49,0,0.775391,Work,0.1,0.5,0.1,16,318,85,387,50,352,69,69,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0003
2251162,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:03.7481652,2,4,30,3,0.660156,Move,0.1,0.5,0.1,1622,177,1685,372,1653,274,63,195,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0003
2251163,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:03.7481652,3,4,27,0,0.549805,Work,0.1,0.5,0.1,1871,83,1919,131,1895,107,48,48,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0003
2251171,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,7,12,2,5,0.629883,Others,0.1,0.5,0.1,1505,470,1533,497,1519,483,28,27,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251172,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,8,12,104,0,0.461182,Work,0.1,0.5,0.1,967,593,1032,727,999,660,65,134,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251164,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,0,12,108,0,0.916504,Work,0.1,0.5,0.1,3,612,101,746,52,679,98,134,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251165,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,1,12,35,0,0.902832,Work,0.1,0.5,0.1,1253,508,1298,605,1275,556,45,97,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251166,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,2,12,113,2,0.864746,Bring_Handling_Parts,0.1,0.5,0.1,798,641,869,802,833,721,71,161,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251167,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,3,12,99,0,0.858887,Work,0.1,0.5,0.1,977,572,1031,628,1004,600,54,56,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251168,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,4,12,11,0,0.83252,Work,0.1,0.5,0.1,1128,509,1169,569,1148,539,41,60,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251169,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,5,12,131,0,0.8125,Work,0.1,0.5,0.1,1462,599,1528,777,1495,688,66,178,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251170,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,6,12,4,0,0.783691,Work,0.1,0.5,0.1,1282,488,1316,527,1299,507,34,39,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251173,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,9,12,14,0,0.390625,Work,0.1,0.5,0.1,0,587,24,632,12,609,24,45,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251174,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,10,12,26,5,0.359619,Others,0.1,0.5,0.1,1113,499,1140,546,1126,522,27,47,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251175,AI,稼働中CLラインラインオン,10.3.45.96,2025-04-21 11:00:04.2164887,11,12,101,0,0.126099,Work,0.1,0.5,0.1,-2,586,34,646,16,616,36,60,time_study.onnx,time_study.names,1920,1080,0A032D60g.04LB0004
2251176,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:04.2748450,0,5,47,0,0.860352,Work,0.1,0.5,0.1,595,464,659,568,627,516,64,104,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0004
2251177,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:04.2748450,1,5,49,4,0.799805,Stand,0.1,0.5,0.1,287,401,341,491,314,446,54,90,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0004
2251178,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:04.2748450,2,5,38,5,0.768066,Others,0.1,0.5,0.1,579,331,606,367,592,349,27,36,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0004
2251179,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:04.2748450,3,5,39,5,0.759766,Others,0.1,0.5,0.1,614,383,642,415,628,399,28,32,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0004
2251180,AI,組立第１工場K棟8番フロントフレームサブ,10.3.45.84,2025-04-21 11:00:04.2748450,4,5,36,5,0.165894,Others,0.1,0.5,0.1,322,348,351,378,336,363,29,30,time_study.onnx,time_study.names,1280,960,0A032D54g.04LB0004
2251181,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:07.1209903,0,5,32,2,0.931152,Bring_Handling_Parts,0.1,0.5,0.1,462,290,538,491,500,390,76,201,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0007
2251182,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:07.1209903,1,5,35,2,0.870605,Bring_Handling_Parts,0.1,0.5,0.1,531,355,606,600,568,477,75,245,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0007
2251183,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:07.1209903,2,5,4,5,0.749512,Others,0.1,0.5,0.1,140,236,185,272,162,254,45,36,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0007
2251184,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:07.1209903,3,5,30,4,0.46582,Stand,0.1,0.5,0.1,682,219,730,332,706,275,48,113,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0007
2251185,AI,組立第１工場K棟9番ホイールエンジンフード,10.3.45.87,2025-04-21 11:00:07.1209903,4,5,52,5,0.443604,Others,0.1,0.5,0.1,131,201,176,271,153,236,45,70,time_study.onnx,time_study.names,1280,960,0A032D57g.04LB0007
2251186,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:07.1871489,0,4,9,4,0.937012,Stand,0.1,0.5,0.1,750,588,833,699,791,643,83,111,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0007
2251187,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:07.1871489,1,4,18,4,0.924316,Stand,0.1,0.5,0.1,1146,460,1201,622,1173,541,55,162,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0007
2251188,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:07.1871489,2,4,23,4,0.855469,Stand,0.1,0.5,0.1,741,517,805,670,773,593,64,153,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0007
2251189,AI,組立第１工場F棟4番クローラ組立エンジン付近,10.3.45.89,2025-04-21 11:00:07.1871489,3,4,69,2,0.672363,Bring_Handling_Parts,0.1,0.5,0.1,1149,567,1263,830,1206,698,114,263,time_study.onnx,time_study.names,1280,960,0A032D59g.04LB0007
2251192,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:07.2416944,2,8,18,5,0.898438,Others,0.1,0.5,0.1,352,171,405,243,378,207,53,72,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0007
2251193,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:07.2416944,3,8,63,2,0.897461,Bring_Handling_Parts,0.1,0.5,0.1,490,382,612,659,551,520,122,277,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0007
2251194,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:07.2416944,4,8,108,2,0.699219,Bring_Handling_Parts,0.1,0.5,0.1,166,318,236,433,201,375,70,115,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0007
2251195,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:07.2416944,5,8,75,2,0.695312,Bring_Handling_Parts,0.1,0.5,0.1,354,303,419,408,386,355,65,105,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0007
2251196,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:07.2416944,6,8,88,0,0.361084,Work,0.1,0.5,0.1,1004,61,1038,153,1021,107,34,92,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0007
2251197,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:07.2416944,7,8,42,0,0.296387,Work,0.1,0.5,0.1,743,53,770,91,756,72,27,38,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0007
2251190,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:07.2416944,0,8,76,0,0.930176,Work,0.1,0.5,0.1,97,301,170,495,133,398,73,194,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0007
2251191,AI,組立第１工場K棟8番ホイールライン,10.3.45.86,2025-04-21 11:00:07.2416944,1,8,4,5,0.914062,Others,0.1,0.5,0.1,429,68,457,112,443,90,28,44,time_study.onnx,time_study.names,1280,960,0A032D56g.04LB0007
2251198,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:07.3142501,0,7,86,4,0.92334,Stand,0.1,0.5,0.1,1265,623,1351,750,1308,686,86,127,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0007
2251199,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:07.3142501,1,7,83,4,0.857422,Stand,0.1,0.5,0.1,1351,484,1389,558,1370,521,38,74,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0007
2251200,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:07.3142501,2,7,28,0,0.839844,Work,0.1,0.5,0.1,946,459,999,566,972,512,53,107,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0007
2251201,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:07.3142501,3,7,82,0,0.837891,Work,0.1,0.5,0.1,1104,445,1144,567,1124,506,40,122,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0007
2251202,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:07.3142501,4,7,74,4,0.819824,Stand,0.1,0.5,0.1,869,398,900,465,884,431,31,67,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0007
2251203,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:07.3142501,5,7,1,5,0.809082,Others,0.1,0.5,0.1,812,395,842,436,827,415,30,41,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0007
2251204,AI,稼働中WLラインラインオン,10.3.45.93,2025-04-21 11:00:07.3142501,6,7,3,5,0.38208,Others,0.1,0.5,0.1,954,401,979,426,966,413,25,25,time_study.onnx,time_study.names,1920,1080,0A032D5Dg.04LB0007
2251205,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:07.3690020,0,6,12,0,0.904785,Work,0.1,0.5,0.1,3,322,69,378,36,350,66,56,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0007
2251206,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:07.3690020,1,6,64,5,0.839844,Others,0.1,0.5,0.1,1825,169,1884,227,1854,198,59,58,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0007
2251207,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:07.3690020,2,6,49,0,0.770508,Work,0.1,0.5,0.1,1869,71,1919,132,1894,101,50,61,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0007
2251208,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:07.3690020,3,6,70,0,0.542969,Work,0.1,0.5,0.1,638,334,703,418,670,376,65,84,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0007
2251209,AI,稼働中CLライン給油ブース付近,10.3.45.95,2025-04-21 11:00:07.3690020,4,6,74,0,0.128784,Work,0.1,0.5,0.1,629,328,705,505,667,416,76,177,time_study.onnx,time_study.names,1920,1080,0A032D5Fg.04LB0007
